"V1","location_name","location_id","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
1,"Abruzzo",35507,2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Abruzzo",35507,2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Abruzzo",35507,2020-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Abruzzo",35507,2020-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Abruzzo",35507,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Abruzzo",35507,2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Abruzzo",35507,2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Abruzzo",35507,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Abruzzo",35507,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Abruzzo",35507,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Abruzzo",35507,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Abruzzo",35507,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Abruzzo",35507,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Abruzzo",35507,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Abruzzo",35507,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Abruzzo",35507,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Abruzzo",35507,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Abruzzo",35507,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Abruzzo",35507,2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Abruzzo",35507,2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Abruzzo",35507,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Abruzzo",35507,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Abruzzo",35507,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Abruzzo",35507,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Abruzzo",35507,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Abruzzo",35507,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Abruzzo",35507,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Abruzzo",35507,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Abruzzo",35507,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Abruzzo",35507,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Abruzzo",35507,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Abruzzo",35507,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Abruzzo",35507,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Abruzzo",35507,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Abruzzo",35507,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Abruzzo",35507,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Abruzzo",35507,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Abruzzo",35507,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Abruzzo",35507,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Abruzzo",35507,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Abruzzo",35507,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Abruzzo",35507,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Abruzzo",35507,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Abruzzo",35507,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Abruzzo",35507,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Abruzzo",35507,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Abruzzo",35507,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Abruzzo",35507,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Abruzzo",35507,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Abruzzo",35507,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Abruzzo",35507,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Abruzzo",35507,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Abruzzo",35507,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Abruzzo",35507,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Abruzzo",35507,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Abruzzo",35507,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Abruzzo",35507,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Abruzzo",35507,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Abruzzo",35507,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Abruzzo",35507,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"Abruzzo",35507,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Abruzzo",35507,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Abruzzo",35507,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Abruzzo",35507,2020-03-05,3.6753,2.65,5.6,1,1,1,1,1,1,0,0,0,3.6753,2.65,5.6,1,1,1,0,0,0,0,0,0,0,0,0
65,"Abruzzo",35507,2020-03-06,3.6753,2.65,5.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Abruzzo",35507,2020-03-07,7.35345,5.7,9.85,2,2,2,2,2,2,0,0,0,3.67815,2.65,5.45125,1,1,1,0,0,0,0,0,0,0,0,0
67,"Abruzzo",35507,2020-03-08,7.35345,5.7,9.85,2.23855,2.05,2.5,2.1764,2,2.4,0,0,0,0,0,0,0.23855,0.05,0.5,0,0,0,0,0,0,0,0,0
68,"Abruzzo",35507,2020-03-09,7.35345,5.7,9.85,2.23855,2.05,2.5,2.1764,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Abruzzo",35507,2020-03-10,11.0052,8.9,14.05125,3.4766,3.15,3.85,3.3555,3.1,3.7,1,1,1,3.65175,2.7,5.45,1.23805,1.05,1.55,1,1,1,0,0,0,0,0,0
70,"Abruzzo",35507,2020-03-11,13.664,11.09875,16.85,3.4766,3.15,3.85,3.3555,3.1,3.7,0,0,0,3.6588,2.65,5.55,1,1,1,1,1,1,0,0,0,0,0,0
71,"Abruzzo",35507,2020-03-12,18.5993,15.55,22.3,5.4766,5.15,5.85,5.3555,5.1,5.7,1,1,1,7.37205,5.7,9.85125,2,2,2,2,2,2,0,0,0,0,0,0
72,"Abruzzo",35507,2020-03-13,21.26235,17.95,25.3025,5.7166,5.35,6.2,5.5324,5.24875,5.9,0,0,0,3.66305,2.65,5.5,1.24,1.05,1.55,2,2,2,0,0,0,0,0,0
73,"Abruzzo",35507,2020-03-14,33.5174,29.44625,38.25125,9.95195,9.5,10.5,9.70515,9.35,10.15,0,0,0,14.69515,12.1,18.10125,4.23535,4.05,4.5,2,2,2,0,0,0,0,0,0
74,"Abruzzo",35507,2020-03-15,55.56265,50,61.65,16.4262,15.85,17.00125,16.05425,15.6,16.55,1,1,1,22.04525,19,26.2,6.47425,6.15,6.85,3,3,3,0,0,0,0,0,0
75,"Abruzzo",35507,2020-03-16,72.83015,66.3,79.75125,20.6612,20,21.3,20.22755,19.75,20.8,1,1,1,18.2675,15.34875,21.9025,5.235,5.05,5.5,4,4,4,0,0,0,0,0,0
76,"Abruzzo",35507,2020-03-17,109.69675,101.95,118.3,31.6069,30.85,32.40125,30.92195,30.3,31.6,2,2,2,40.27835,35.7,45.75,11.9457,11.5,12.45,6,6,6,0,0,0,0,0,0
77,"Abruzzo",35507,2020-03-18,123.71025,115.45,132.35,36.026,35.09875,37.05,34.96195,34.2,35.80125,1,1,1,18.43695,15.45,22.05125,6.4191,5.9,7.05,7,7,7,0,0,0,0.0259999999999999,0,1.05
78,"Abruzzo",35507,2020-03-19,147.1539,138.09875,156.4525,44.2081,43.15,45.35,42.8318,41.95,43.75,4,4,4,29.34145,25.6,33.95,9.1821,8.7,9.75,11,11,11,0,0,0,8.2081,7.15,9.35
79,"Abruzzo",35507,2020-03-20,162.7226,152.9475,173.0075,48.78995,47.55,50.25,46.73725,45.65,47.9,6,6,6,21.99675,18.65,26.2075,8.58185,7.8,9.35,17,17,17,0,0,0,12.78995,11.55,14.25
80,"Abruzzo",35507,2020-03-21,187.37665,176.695,199.10375,54.7347,53.4,56.25125,52.4358,51.3,53.65,5,5,5,40.4035,35.9,46.20375,12.1833,11.65,12.8,22,22,22,0,0,0,18.7347,17.4,20.25125
81,"Abruzzo",35507,2020-03-22,186.12935,175.5,197.5525,56.6372,55.1,58.3,53.8387,52.6,55.3,11,11,11,18.37885,15.35,21.9,6.9025,6.3,7.7,33,33,33,0,0,0,20.6372,19.1,22.3
82,"Abruzzo",35507,2020-03-23,192.24465,180.8,204.4525,54.8177,53.2,56.6,51.7066,50.4,53.15125,5,5,5,29.2007,25.39875,33.85125,9.41855,8.9,10.05,38,38,38,0,0,0,18.8177,17.2,20.6
83,"Abruzzo",35507,2020-03-24,204.5744,193.4475,216.85375,64.4283,62.69875,66.45125,60.6277,59.1,62.2,8,8,8,44.02625,39,49.65375,14.6106,13.85,15.40125,46,46,46,0,0,0,28.4283,26.69875,30.45125
84,"Abruzzo",35507,2020-03-25,235.22405,222.945,247.65625,71.6155,69.79875,73.85,67.4954,65.95,69.10125,6,6,6,51.14185,46.15,57.0025,15.1872,14.7,15.75,52,52,52,0,0,0,35.6155,33.79875,37.85
85,"Abruzzo",35507,2020-03-26,257.48665,245.04875,270.80875,80.2543,78.25,82.35,75.70675,74.09875,77.45,11,11,11,47.70155,42.65,53.6525,14.8788,14.25,15.6,63,63,63,0,0,0,44.2543,42.25,46.35
86,"Abruzzo",35507,2020-03-27,260.98495,248.84875,274.15125,79.8492,77.7,82.20125,74.6169,72.75,76.55,5,5,5,29.31455,25.34875,33.90125,10.83025,10.05,11.7,68,68,68,0,0,0,43.8492,41.7,46.20125
87,"Abruzzo",35507,2020-03-28,265.81015,253.69875,278.65125,87.66315,85.35,90.25,81.6823,79.7,83.75,8,8,8,36.6181,32.19875,41.8525,13.2882,12.4,14.3,76,76,76,0,0,0,51.66315,49.35,54.25
88,"Abruzzo",35507,2020-03-29,293.2295,280.3475,307.15375,95.4993,93.04875,98.05125,88.76915,86.8,90.95,12,12,12,47.611,42.54875,53.3,16.07115,15.25,16.95,88,88,88,0,0,0,59.4993,57.04875,62.05125
89,"Abruzzo",35507,2020-03-30,287.26345,274.14625,300.6025,91.44245,88.9,94.15125,84.47715,82.4,86.75,14,14,14,25.59585,22.1,30.30125,8.88885,8.25,9.6,102,102,102,0,0,0,55.44245,52.9,58.15125
90,"Abruzzo",35507,2020-03-31,262.1366,249.79875,275.75375,83.3746,80.74875,86.05,76.16585,74.09875,78.5,13,13,13,18.3045,15.29875,22.00125,7.35125,6.6,8.15,115,115,115,0,0,0,47.3746,44.74875,50.05
91,"Abruzzo",35507,2020-04-01,255.08655,243.05,267.40375,83.23965,80.4,85.90125,75.5474,73.34875,77.7025,8,8,8,40.27785,35.84625,45.95125,14.04715,13.15,14.9,123,123,123,0,0,0,47.23965,44.4,49.90125
92,"Abruzzo",35507,2020-04-02,226.24945,214.29875,238.70125,77.30445,74.7,79.95,69.8607,67.75,72.1,10,10,10,11.0283,8.9,14.05,4.64665,4.05,5.25125,133,133,133,0,0,0,41.30445,38.7,43.95
93,"Abruzzo",35507,2020-04-03,221.5084,210.04875,233.0025,74.2951,71.69875,76.9025,66.8478,64.7,69.15125,13,13,13,25.63035,22,29.85125,8.17395,7.65,8.8,146,146,146,0,0,0,38.2951,35.69875,40.9025
94,"Abruzzo",35507,2020-04-04,237.72305,226.2475,250.05375,76.98635,74.35,79.50125,69.35035,67.15,71.6,7,7,7,54.9006,49.15,61.3,17.59375,16.84875,18.4,153,153,153,0,0,0,40.98635,38.35,43.50125
95,"Abruzzo",35507,2020-04-05,212.6783,201.735,224.35375,73.26825,70.64875,75.75,65.82325,63.69875,68.05125,5,5,5,14.7012,12.1,18.10125,4.70045,4.35,5.15,158,158,158,0,0,0,37.26825,34.64875,39.75
96,"Abruzzo",35507,2020-04-06,217.46355,206.49375,229.20125,75.30055,72.7,77.85125,68.11275,66.05,70.25,11,11,11,29.3163,25.49875,34.05,9.6429,9.05,10.3,169,169,169,0,0,0,39.30055,36.7,41.85125
97,"Abruzzo",35507,2020-04-07,215.2147,203.68625,226.75375,72.64345,70.05,75.25125,64.8425,62.59875,67.15125,3,3,3,22.065,18.8,26.1025,9.5301,8.65,10.55,172,172,172,0,0,0,36.64345,34.05,39.25125
98,"Abruzzo",35507,2020-04-08,227.75185,215.95,239.55375,80.71265,78.2,83.3,73.1542,71.1,75.3,7,7,7,44.12375,39.49875,49.15125,12.948,12.55,13.5,179,179,179,0,0,0,44.71265,42.2,47.3
99,"Abruzzo",35507,2020-04-09,241.3151,229.84875,253.20375,80.7583,78.3,83.35125,73.4529,71.35,75.7,15,15,15,29.30965,25.65,33.6,9.8759,9.25,10.55125,194,194,194,0,0,0,44.7583,42.3,47.35125
100,"Abruzzo",35507,2020-04-10,236.0277,224.59875,248.005,71.89885,69.3,74.45125,65.09335,62.99875,67.2,4,4,4,29.31065,25.45,33.9,9.42875,8.85,10.05,198,198,198,0,0,0,35.89885,33.3,38.45125
101,"Abruzzo",35507,2020-04-11,205.43505,195.44375,216.5025,70.6624,68.15,73.15125,63.92365,61.8,66,8,8,8,10.96505,8.95,13.6,5.8347,5.04875,6.7,206,206,206,0,0,0,34.6624,32.15,37.15125
102,"Abruzzo",35507,2020-04-12,196.82355,186.44625,207.80125,65.66055,63.3,68.15125,58.9154,56.85,61.05,6,6,6,11.0205,8.8,14.05,4.887,4.25,5.60125,212,212,212,0,0,0,29.66055,27.3,32.15125
103,"Abruzzo",35507,2020-04-13,194.28285,183.84875,205.16,66.18235,63.8,68.60125,59.56895,57.45,61.65125,12,12,12,25.72995,22.19875,30.05,8.87305,8.24875,9.65,224,224,224,0,0,0,30.18235,27.8,32.60125
104,"Abruzzo",35507,2020-04-14,182.74865,172.45,193.9025,56.85055,54.45,59.20125,50.84865,48.84875,52.85125,8,8,8,18.39025,15.35,22.1,5.71535,5.34875,6.15,232,232,232,0,0,0,20.85055,18.45,23.20125
105,"Abruzzo",35507,2020-04-15,160.6793,151.9475,170.50625,52.91635,50.7,55.35,47.15795,45.2975,49.25125,8,8,8,18.29085,15.45,21.9025,5.71245,5.35,6.15,240,240,240,0,0,0,16.91635,14.7,19.35
106,"Abruzzo",35507,2020-04-16,160.51655,151.24625,170.9525,53.3957,51.1,55.95,47.51415,45.54875,49.55,3,3,3,29.14875,25.3975,33.95125,9.6533,9.1,10.3,243,243,243,0,0,0,17.3957,15.1,19.95
107,"Abruzzo",35507,2020-04-17,154.0713,144.98875,163.85125,53.9885,51.74875,56.30125,48.48055,46.6,50.4,3,3,3,18.3436,15.39875,22.00125,6.18655,5.65,6.75,246,246,246,0,0,0,17.9885,15.74875,20.30125
108,"Abruzzo",35507,2020-04-18,155.40075,146.0975,165,55.46285,53.19875,57.8,49.8275,47.95,51.85,7,7,7,14.6263,12.05,18.2025,5.1748,4.65,5.75,253,253,253,0,0,0,19.46285,17.19875,21.8
109,"Abruzzo",35507,2020-04-19,161.4277,151.94625,171.15,54.7046,52.45,57.1,49.01125,47.15,50.95,5,5,5,21.98165,18.89875,25.95,7.88465,7.25,8.6,258,258,258,0,0,0,18.7046,16.45,21.1
110,"Abruzzo",35507,2020-04-20,163.7832,153.99875,174.7,54.34475,52.19875,56.7025,49.2763,47.4,51.25125,5,5,5,25.6061,22.14875,29.80125,8.17025,7.65,8.75,263,263,263,0,0,0,18.34475,16.19875,20.7025
111,"Abruzzo",35507,2020-04-21,151.2822,142,160.55,51.34165,49.2,53.75,46.26825,44.45,48.30125,8,8,8,7.29645,5.75,9.7,2.9449,2.5,3.45125,271,271,271,0,0,0,15.34165,13.2,17.75
112,"Abruzzo",35507,2020-04-22,145.16825,136.04625,154.0025,46.87185,44.7,49.2,41.92645,40.05,43.80125,5,5,5,14.70255,12.2,18.05125,5.4061,4.85,6.05,276,276,276,0,0,0,10.87185,8.7,13.2
113,"Abruzzo",35507,2020-04-23,122.8954,113.4475,133.2575,43.09395,40.59875,46.15125,38.08885,35.9,40.85,4,4,4,3.63415,0,10.805,2.65085,1.25,4.7,280,280,280,0,0,0,7.09395,4.59875,10.15125
114,"Abruzzo",35507,2020-04-24,105.84745,94.49875,119.55,37.45345,34.5,41.30125,33.06985,30.4,36.85125,6,6,6,2.6555,0,8.35125,1.1942,0.25,2.65,286,286,286,0,0,0,1.45345,0,5.30125
115,"Abruzzo",35507,2020-04-25,91.1571,78.49875,108.9675,31.0258,27.35,36.1525,26.8906,23.55,32.05125,7,7,7,1.93905,0,7.00125,1.45935,0.55,2.95,293,293,293,0,0,0,0,0,0.152499999999996
116,"Abruzzo",35507,2020-04-26,68.8741,55.5975,90.40125,22.70035,18.59875,29.00375,18.99605,15.2,25.35125,2,2,2,1.16845,0,4.85125,0.5476,0,1.80125,295,295,295,0,0,0,0,0,0
117,"Abruzzo",35507,2020-04-27,49.1184,36.45,73.7,20.3322,15.95,27.75125,16.76735,12.64875,24.10125,4,4,4,0.6303,0,4.2,0.3472,0,1.6,299,299,299,0,0,0,0,0,0
118,"Abruzzo",35507,2020-04-28,37.76775,25.3475,65.2525,15.8292,11.3,24.5,12.41635,8.09875,20.70125,1.002,0,3,0.3173,0,4.2,0.20945,0,1.45,300.002,299,302,0,0,0,0,0,0
119,"Abruzzo",35507,2020-04-29,25.2183,14.35,52.35875,13.28095,9.54875,20.60375,10.28315,6.85,17.35125,0.731,0,2,0.11375,0,3.05125,0.10705,0,1.10125,300.733,299,304,0,0,0,0,0,0
120,"Abruzzo",35507,2020-04-30,20.2328,12.49875,41.055,11.4072,8.45,17.80125,8.7141,6.1,14.45,0.531,0,2,0.0221,0,0,0.0438,0,0.35,301.264,299,306,0,0,0,0,0,0
121,"Abruzzo",35507,2020-05-01,17.24075,11.7,33.50375,9.7228,7.29875,14.80125,7.3327,5.3,11.80125,0.319,0,1,0.0106,0,0,0.0214,0,0.251249999999999,301.583,299,307,0,0,0,0,0,0
122,"Abruzzo",35507,2020-05-02,14.93785,11.04875,27.05875,7.53035,5.64875,11.75125,5.6286,4.05,9.4,0.179,0,1,0.01315,0,0,0.0112,0,0.15,301.762,299,308,0,0,0,0,0,0
123,"Abruzzo",35507,2020-05-03,12.33315,9.5,21.51125,6.18265,4.5,9.6,4.5884,3.25,7.4525,0.086,0,1,0,0,0,0.00155,0,0,301.848,299,309,0,0,0,0,0,0
124,"Abruzzo",35507,2020-05-04,10.6471,8.4,16.95125,5.15235,3.7,7.55125,3.81095,2.65,5.75,0.03,0,1,0,0,0,0.0006,0,0,301.878,299,310,0,0,0,0,0,0
125,"Abruzzo",35507,2020-05-05,9.2294,7.25,12.75,3.7172,2.45,5.65125,2.74175,1.74875,4.3,0.006,0,0,0,0,0,0.00095,0,0,301.884,299,310,0,0,0,0,0,0
126,"Abruzzo",35507,2020-05-06,7.2632,5.64875,9.40125,2.06235,1.05,4,1.5204,0.7,2.95,0.003,0,0,0,0,0,0,0,0,301.887,299,310,0,0,0,0,0,0
127,"Abruzzo",35507,2020-05-07,6.0754,4.5,8.15,1.59615,0.65,3.45,1.17695,0.45,2.50125,0.003,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
128,"Abruzzo",35507,2020-05-08,5.1205,3.7,7.25125,0.6648,0,2.55,0.49005,0,1.9,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
129,"Abruzzo",35507,2020-05-09,3.7052,2.45,5.65125,0.4362,0,1.85125,0.32135,0,1.4,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
130,"Abruzzo",35507,2020-05-10,2.05635,1.05,4,0.268,0,1.35,0.19795,0,0.951249999999999,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
131,"Abruzzo",35507,2020-05-11,1.59315,0.65,3.45,0.14455,0,0.95,0.1069,0,0.75,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
132,"Abruzzo",35507,2020-05-12,0.6648,0,2.55,0.0675,0,0.601249999999999,0.04985,0,0.5,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
133,"Abruzzo",35507,2020-05-13,0.4362,0,1.85125,0.0297,0,0.401249999999999,0.02205,0,0.3,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
134,"Abruzzo",35507,2020-05-14,0.268,0,1.35,0.0113,0,0.15,0.0086,0,0.1,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
135,"Abruzzo",35507,2020-05-15,0.14455,0,0.95,0.0031,0,0,0.00235,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
136,"Abruzzo",35507,2020-05-16,0.0675,0,0.601249999999999,0.00155,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
137,"Abruzzo",35507,2020-05-17,0.0297,0,0.401249999999999,0.00095,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
138,"Abruzzo",35507,2020-05-18,0.0113,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
139,"Abruzzo",35507,2020-05-19,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
140,"Abruzzo",35507,2020-05-20,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
141,"Abruzzo",35507,2020-05-21,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
142,"Abruzzo",35507,2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
143,"Abruzzo",35507,2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
144,"Abruzzo",35507,2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
145,"Abruzzo",35507,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
146,"Abruzzo",35507,2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
147,"Abruzzo",35507,2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
148,"Abruzzo",35507,2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89,299,310,0,0,0,0,0,0
