"V1","location_name","location_id","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
18007,"Melilla",60373,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18008,"Melilla",60373,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18009,"Melilla",60373,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18010,"Melilla",60373,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18011,"Melilla",60373,2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18012,"Melilla",60373,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18013,"Melilla",60373,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18014,"Melilla",60373,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18015,"Melilla",60373,2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18016,"Melilla",60373,2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18017,"Melilla",60373,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18018,"Melilla",60373,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18019,"Melilla",60373,2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18020,"Melilla",60373,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18021,"Melilla",60373,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18022,"Melilla",60373,2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18023,"Melilla",60373,2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18024,"Melilla",60373,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18025,"Melilla",60373,2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18026,"Melilla",60373,2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18027,"Melilla",60373,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18028,"Melilla",60373,2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18029,"Melilla",60373,2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18030,"Melilla",60373,2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18031,"Melilla",60373,2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18032,"Melilla",60373,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18033,"Melilla",60373,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18034,"Melilla",60373,2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18035,"Melilla",60373,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18036,"Melilla",60373,2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,2,2,0,0,0,0,0,0
18037,"Michigan",545,2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18038,"Michigan",545,2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18039,"Michigan",545,2020-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18040,"Michigan",545,2020-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18041,"Michigan",545,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18042,"Michigan",545,2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18043,"Michigan",545,2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18044,"Michigan",545,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18045,"Michigan",545,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18046,"Michigan",545,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18047,"Michigan",545,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18048,"Michigan",545,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18049,"Michigan",545,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18050,"Michigan",545,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18051,"Michigan",545,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18052,"Michigan",545,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18053,"Michigan",545,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18054,"Michigan",545,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18055,"Michigan",545,2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18056,"Michigan",545,2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18057,"Michigan",545,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18058,"Michigan",545,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18059,"Michigan",545,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18060,"Michigan",545,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18061,"Michigan",545,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18062,"Michigan",545,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,"Michigan",545,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18064,"Michigan",545,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065,"Michigan",545,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18066,"Michigan",545,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,"Michigan",545,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18068,"Michigan",545,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18069,"Michigan",545,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18070,"Michigan",545,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18071,"Michigan",545,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18072,"Michigan",545,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,"Michigan",545,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18074,"Michigan",545,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18075,"Michigan",545,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18076,"Michigan",545,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18077,"Michigan",545,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18078,"Michigan",545,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18079,"Michigan",545,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18080,"Michigan",545,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18081,"Michigan",545,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18082,"Michigan",545,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18083,"Michigan",545,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18084,"Michigan",545,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085,"Michigan",545,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18086,"Michigan",545,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18087,"Michigan",545,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18088,"Michigan",545,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18089,"Michigan",545,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18090,"Michigan",545,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18091,"Michigan",545,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18092,"Michigan",545,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18093,"Michigan",545,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18094,"Michigan",545,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18095,"Michigan",545,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18096,"Michigan",545,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18097,"Michigan",545,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18098,"Michigan",545,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,"Michigan",545,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18100,"Michigan",545,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,"Michigan",545,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18102,"Michigan",545,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,"Michigan",545,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18104,"Michigan",545,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,"Michigan",545,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18106,"Michigan",545,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18107,"Michigan",545,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18108,"Michigan",545,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18109,"Michigan",545,2020-03-14,12.7996666666667,7.66666666666667,23,3,3,3,3,3,3,0,0,0,12.7996666666667,7.66666666666667,23,3,3,3,0,0,0,0,0,0,0,0,0
18110,"Michigan",545,2020-03-15,12.7996666666667,7.66666666666667,23,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18111,"Michigan",545,2020-03-16,21.3553166666667,14,34.8216666666666,5,5,5,5,5,5,0,0,0,8.55565,5,17.75625,2,2,2,0,0,0,0,0,0,0,0,0
18112,"Michigan",545,2020-03-17,38.65325,27.99375,55.3416666666667,9.82358333333333,9,11.3333333333333,9.59486666666667,9,11,0,0,0,17.2979333333333,11,28.66875,4.82358333333333,4,6.33333333333333,0,0,0,0,0,0,0,0,0
18113,"Michigan",545,2020-03-18,64.5258833333333,48.7479166666667,86,15.8235833333333,15,17.3333333333333,15.5948666666667,15,17,0,0,0,25.8726333333333,18,41.3375,6,6,6,0,0,0,0,0,0,0,0,0
18114,"Michigan",545,2020-03-19,102.573433333333,82,128,25.3916833333333,24,27.3333333333333,25.0115666666667,24,26.5025,3,3,3,38.04755,27.99375,53.5,9.5681,9,11,3,3,3,0,0,0,0,0,0
18115,"Michigan",545,2020-03-20,180.05035,152,212.68125,42.58725,40.75,45,41.9012166666667,40.5,44,0,0,0,80.4769166666667,62.4958333333333,102.005,20.1955666666667,19,22,3,3,3,0,0,0,0,0,0
18116,"Michigan",545,2020-03-21,247.254566666667,213.666666666667,283.75625,62.3561166666667,60,65.3333333333333,61.2023166666667,59.25,64,2,2,2,76.1803,59.6625,98.2520833333333,19.7688666666667,18.3333333333333,22,5,5,5,0,0,0,0,0,0
18117,"Michigan",545,2020-03-22,376.365066666667,336.5,422.75625,93.9074166666667,91,97.6666666666667,92.0509333333333,89.5,95.2520833333333,4,4,4,131.1105,108.9875,158.529166666667,33.5513,32,36,9,9,9,0,0,0,0,0,0
18118,"Michigan",545,2020-03-23,446.9639,404.739583333333,498.675,114.35625,110,119.675,111.07725,107.5,115.252083333333,6,6,6,80.5863833333333,62.9916666666667,103.75625,24.4488333333333,21.5,28,15,15,15,0,0,0,0,0,0
18119,"Michigan",545,2020-03-24,518.8261,472,571.5125,134.570683333333,129.333333333333,140.333333333333,129.91525,125.5,134.666666666667,9,9,9,89.9645666666667,72.4875,114.252083333333,26.2144333333333,23.5,29.3333333333333,24,24,24,0,0,0,0,0,0
18120,"Michigan",545,2020-03-25,713.263316666667,657.325,772.675,186.454433333333,180,193.504166666667,179.463683333333,174,185.5,19,19,19,221.540983333333,189.6625,255.00625,60.88375,57,65.5,43,43,43,0,0,0,0,0,0
18121,"Michigan",545,2020-03-26,987.227966666667,922.6625,1061.5,247.92045,240.495833333333,255.50625,239.460933333333,233,245.666666666667,18,18,18,319.4609,279.983333333333,361.3375,80.4660166666667,77.5,84,61,61,61,0,0,0,0,0,0
18122,"Michigan",545,2020-03-27,1236.26473333333,1158.325,1318.025,312.01355,304,320.252083333333,301.955383333333,295.33125,308.333333333333,31,31,31,323.06485,284.975,367.666666666667,82.0931,79,85.6666666666667,92,92,92,0,0,0,0,0,0
18123,"Michigan",545,2020-03-28,1501.24941666667,1410.47083333333,1593.0125,377.9891,368.49375,387.75625,364.035066666667,356.24375,372.5,19,19,19,348.95055,311.325,393.7875,96.97555,92,102.5,111,111,111,0,0,0,0,0,0
18124,"Michigan",545,2020-03-29,1655.14135,1559.96666666667,1751.5625,442.580366666667,431.25,453.5,422.927583333333,413.991666666667,432.504166666667,21,21,21,264.118683333333,229.49375,303.34375,83.5912666666667,78,89.5,132,132,132,0,0,0,0,0,0
18125,"Michigan",545,2020-03-30,1838.08613333333,1736.65,1937.04375,503.659166666667,491,515.75625,478.496033333333,468.24375,489.5,52,52,52,260.06515,223.5,297.525,82.9023833333333,77,89,184,184,184,0,0,0,0,0,0
18126,"Michigan",545,2020-03-31,2050.6133,1948.975,2155.0125,552.303133333333,538.49375,566.3375,520.91955,509.6625,533.5,75,75,75,327.398633333333,290.5,369.25625,100.643966666667,94.5,107,259,259,259,0,0,0,0,0,0
18127,"Michigan",545,2020-04-01,2289.98155,2182.2125,2401.09375,604.589483333333,591,619.25625,568.659483333333,556.4875,581.25,76,76,76,468.933683333333,423.20625,518.28125,127.85445,122.5,134,335,335,335,0,0,0,0,0,0
18128,"Michigan",545,2020-04-02,2494.58906666667,2372.96666666667,2608.5875,663.078416666667,647.24375,679.66875,622.741066666667,609.5,637.008333333333,82,82,82,503.47715,454.3125,557,135.6845,130.5,141.75625,417,417,417,0,0,0,0,0,0
18129,"Michigan",545,2020-04-03,2671.9138,2543.6375,2794.0125,715.377233333333,698.4875,733.5,669.698366666667,656.5,684.66875,62,62,62,485.310783333333,441,536.675,136.067683333333,130.24375,142.504166666667,479,479,479,0,0,0,0,0,0
18130,"Michigan",545,2020-04-04,2864.89866666667,2736.6375,2994.0375,799.6074,782.325,817.805,746.248683333333,731.991666666667,761.34375,61,61,61,498.29145,448.9875,551.5,148.781466666667,142,156.666666666667,540,540,540,0,0,0,56.6074,39.325,74.8049999999999
18131,"Michigan",545,2020-04-05,3472.4502,3336.75,3612.5,967.205883333333,948,986.675,906.291783333333,890.24375,922.25,77,77,77,853.383866666667,794.4875,922.0125,234.047316666667,226.666666666667,242,617,617,617,0,0,0,224.205883333333,205,243.675
18132,"Michigan",545,2020-04-06,3673.38808333333,3541.98125,3815.3375,1025.80711666667,1006.49375,1047.00625,957.60135,941.5,974.675,110,110,110,460.5141,417.49375,509.00625,140.815666666667,133.747916666667,148.60375,727,727,727,0,0,0,282.807116666667,263.49375,304.00625
18133,"Michigan",545,2020-04-07,3737.93286666667,3608.45,3879.03333333333,1035.56008333333,1014,1057.4025,960.724033333333,943,979.00625,118,118,118,404.6446,361.17,454.0125,128.636716666667,121.5,136.00625,845,845,845,0,0,0,292.560083333333,271,314.4025
18134,"Michigan",545,2020-04-08,3814.87136666667,3678.48125,3964.025,1092.78665,1068.49583333333,1116.25208333333,1004.27595,985.495833333333,1024.3375,114,114,114,524.642016666667,473.3,580.025,180.692583333333,171.6625,190.5,959,959,959,0,0,0,349.78665,325.495833333333,373.252083333333
18135,"Michigan",545,2020-04-09,4050.50205,3908.325,4200.5375,1169.8199,1146,1194.50416666667,1074.68208333333,1056,1096,117,117,117,706.50935,647.3,774.75625,197.12635,190.495833333333,204.5,1076,1076,1076,0,0,0,426.8199,403,451.504166666667
18136,"Michigan",545,2020-04-10,4242.60836666667,4092.95,4394.01666666667,1218.3179,1193.4875,1242.66875,1119.8323,1099.75,1141.0125,200,200,200,652.815866666667,594.5,717.3375,180.47355,173.5,187.75625,1276,1276,1276,0,0,0,475.3179,450.4875,499.66875
18137,"Michigan",545,2020-04-11,4006.06983333333,3871.4875,4151.55416666667,1107.27276666667,1080.9875,1133.0125,1005.1805,984,1028.25208333333,108,108,108,319.99995,282.24375,360.35,110.546133333333,103.325,118.5,1384,1384,1384,0,0,0,364.272766666667,337.9875,390.0125
18138,"Michigan",545,2020-04-12,4284.2,4134.49375,4437.35,1256.15483333333,1230.475,1283.2075,1147.1633,1125.99375,1170.3375,95,95,95,987.287466666667,919.975,1063.76125,278.78445,270.5,287.75,1479,1479,1479,0,0,0,513.154833333333,487.475,540.2075
18139,"Michigan",545,2020-04-13,4206.57643333333,4067.325,4360.05,1262.71126666667,1237,1289.01875,1148.31016666667,1127,1170.6875,123,123,123,344.857283333333,306.325,390.0125,125.2004,116.6625,134.75625,1602,1602,1602,0,0,0,519.711266666667,494,546.01875
18140,"Michigan",545,2020-04-14,4141.02183333333,3996.325,4291.465,1226.50938333333,1199.5,1252.75625,1111.10476666667,1089.5,1133.675,166,166,166,354.592,314.4875,396.75125,104.652566666667,99.25,110.75625,1768,1768,1768,0,0,0,483.509383333333,456.5,509.75625
18141,"Michigan",545,2020-04-15,3915.99486666667,3769.73125,4061.575,1186.58885,1158.4875,1216,1058.3428,1035.66666666667,1082,153,153,153,328.660183333333,289.975,377.3375,143.763966666667,132.6625,156,1921,1921,1921,0,0,0,443.58885,415.4875,473
18142,"Michigan",545,2020-04-16,3705.27018333333,3562.4625,3848.35625,1141.85581666667,1114.64,1171.5125,1013.33101666667,990.495833333333,1037.0125,75,75,75,456.9026,410.4875,510.7,130.33465,124.33125,137,1996,1996,1996,0,0,0,398.855816666667,371.64,428.5125
18143,"Michigan",545,2020-04-17,4164.41956666667,4020.9,4321.0625,1297.15448333333,1270.4875,1325.75625,1170.6446,1149,1195,231,231,231,1013.40881666667,942.975,1089.50416666667,262.080133333333,256,269,2227,2227,2227,0,0,0,554.154483333333,527.4875,582.75625
18144,"Michigan",545,2020-04-18,4390.34888333333,4239.94375,4546.1,1218.25706666667,1190.6625,1246.675,1094.9159,1072.25,1118.50416666667,81,81,81,698.13115,638.74375,761,186.1499,180,192.504166666667,2308,2308,2308,0,0,0,475.257066666667,447.6625,503.675
18145,"Michigan",545,2020-04-19,4062.45608333333,3918.4625,4204.05,1243.46468333333,1216.99166666667,1273.0125,1120.59653333333,1098,1145,83,83,83,460.3152,411.4875,509.66875,139.023283333333,131.6625,146.5,2391,2391,2391,0,0,0,500.464683333333,473.991666666667,530.0125
18146,"Michigan",545,2020-04-20,4015.76876666667,3869.99375,4167.075,1265.35665,1236.66666666667,1296.5,1133.28758333333,1110.49583333333,1159.0125,77,77,77,298.903,265,339.5,138.528683333333,127.666666666667,150.5,2468,2468,2468,0,0,0,522.35665,493.666666666667,553.5
18147,"Michigan",545,2020-04-21,4342.51441666667,4191.6375,4490.0125,1337.74618333333,1308,1367.25625,1208.4773,1183.49583333333,1234,107,107,107,683.038983333333,626.739583333333,751,207.082116666667,198,217,2575,2575,2575,0,0,0,594.746183333333,565,624.25625
18148,"Michigan",545,2020-04-22,4363.64383333333,4226,4513.6625,1322.78205,1292.66666666667,1353.51875,1193.55426666667,1169.5,1220.0125,238,238,238,391.687016666667,349.991666666667,438.5125,123.162216666667,115.747916666667,130.675,2813,2813,2813,0,0,0,579.78205,549.666666666667,610.51875
18149,"Michigan",545,2020-04-23,4097.562,3790.22875,4843.775,1153.5944,1082.475,1324.525,1026.27438333333,957.24375,1198.075,164,164,164,323.61315,57.385,1033.975,96.2859,33.6,260.6,2977,2977,2977,0,0,0,410.5944,339.475,581.525
18150,"Michigan",545,2020-04-24,3472.23218333333,2964.19,4887.2125,1066.15815,944.57,1379.0125,935.93595,815.2,1249.425,108,108,108,279.187033333333,44.18,921.45,112.109883333333,56.595,267,3085,3085,3085,0,0,0,323.15815,201.57,636.0125
18151,"Michigan",545,2020-04-25,3057.87605,2357.96,5030.0375,992.830583333333,826.175,1440.5375,868.199233333333,702.17,1311.75,70,70,70,238.385483333333,42.37,838.6125,82.4568833333333,34.995,210.6375,3155,3155,3155,0,0,0,249.830583333333,83.175,697.5375
18152,"Michigan",545,2020-04-26,2834.24915,1963.58,5339.5625,947.163666666667,725.395,1552.3375,828.468183333333,611.4,1425.675,160,160,160,198.652433333333,29.995,682.15,68.5334833333333,11.6,229.5875,3315,3315,3315,0,0,0,204.163666666667,0,809.3375
18153,"Michigan",545,2020-04-27,2602.93493333333,1603.565,5480.35,822.80775,554.39,1567.6125,704.843716666667,445.39,1434.125,92,92,92,164.689433333333,23.985,575,57.29665,8.4,196.1625,3407,3407,3407,0,0,0,79.80775,0,824.612499999999
18154,"Michigan",545,2020-04-28,2130.61641666667,1017.385,5316.5,711.27545,402.8,1589.0375,606.6155,309.985,1439.8,75.913,14,244.075,131.830716666667,17.6,472.6,47.2316666666667,7.2,165.1,3482.913,3421,3651.075,0,0,0,0,0,846.0375
18155,"Michigan",545,2020-04-29,1839.02823333333,695.325,5097.3625,650.1729,369.395,1450.1,548.095033333333,283.395,1297.8,65.674,11,214.075,105.2454,12.8,404.0625,38.1451,5.4,132.525,3548.587,3432,3865.15,0,0,0,0,0,707.1
18156,"Michigan",545,2020-04-30,1585.17613333333,605.36,4491.45,590.89095,339.985,1320.2,492.223433333333,257.795,1162.7875,55.906,9,185.075,81.9679666666667,9.175,307.25,30.4721833333333,4.195,110.05,3604.493,3441.975,4050.225,0,0,0,0,0,577.2
18157,"Michigan",545,2020-05-01,1375.97778333333,550.59,3827.1625,536.636966666667,310.19,1204.625,441.4029,234.4,1045.675,46.779,8,157.075,63.0416,6.24875,262.0625,23.8019166666667,2.8,92.5125,3651.272,3449.95,4207.3,0,0,0,0,0,461.625
